"Session Names","Baseline Mean","Cutting Mean","Suturing Mean"
"Session1",0.0056551159201541,"N/A","N/A"
"Session2",0.00855711678087074,"0.00604693008514389","0.00645820770214893"
"Session3",0.00772888995658864,"0.00556115132487743","0.00685743157798886"
"Session4",0.00647823185217462,"0.00669388931897036","0.00669048607388354"
"Session5",0.00758552737935816,"0.00737262567464508","0.00662965848355637"
