"Session Names","Baseline Mean","Cutting Mean","Suturing Mean"
"Session1",0.00733709881603196,0.00708217191284281,0.00337740839734003
"Session2",0.00696477520775611,0.00767348925744736,0.0063507641866729
"Session3",0.0075260137125517,0.0080391982103805,0.00665643963875876
"Session4",0.00619429659033838,0.00710691336280752,0.00771519720591814
"Session5",0.00681287972000091,0.00831697816134515,0.00822991896611
