"Session Names","Baseline Mean","Cutting Mean","Suturing Mean"
"Session1",0.00704019340307122,0.00525226500854657,"0.00553802260093174"
"Session2",0.00611895778022799,0.00943919293332482,"N/A"
"Session3",0.00674298404117077,0.00682919319208619,"0.00791955660049745"
"Session4",0.00627218743652554,0.00925930605849471,"0.00879820231589308"
"Session5",0.00815710828811524,0.00869180138462632,"0.00793928668954455"
