"Session Names","Baseline Mean","Cutting Mean","Suturing Mean"
"Session1",0.00763951424887054,0.00594359108523681,0.00755328779180717
"Session2",0.00468026442953054,0.00524821706992524,0.00467578526477115
"Session3",0.00573306913373097,0.00646017434786835,0.0219233125059323
"Session4",0.00902524107173353,0.00682033556325396,0.00852803667736436
"Session5",0.00623069286945623,0.0064626592063452,0.00707677690405858
