"Session Names","Baseline Mean","Cutting Mean","Suturing Mean"
"Session1","0.00762653706074221","0.00662001929649238","0.0072384013255072"
"Session2","0.00668965572082166","N/A","0.00745162600322614"
"Session3","0.00688370620600058","0.00819684604215284","0.00755862357801948"
"Session4","0.00735411583474922","0.00772941900647254","0.00814879166088465"
"Session5","N/A","N/A","N/A"
