"Session Names","Baseline Mean","Cutting Mean","Suturing Mean"
"Session1",0.00686174060867958,0.00701775239456986,0.00785235768864998
"Session2",0.0061942555633028,0.00680965808270975,0.00625377629701794
"Session3",0.00788506135612793,0.00800347731901556,0.00659515281584119
"Session4",0.00741542667031174,0.00750699153756055,0.00765651420048086
"Session5",0.00735605829624258,0.00799784440085249,0.00792308552065309
