"Frame.","Time","Perspiration"
0,0,0.00578314614953267
2,0.0887368023395538,0.00583708726977393
3,0.23420649766922,0.0058904935199091
4,0.365973502397537,0.00594266760293063
5,0.488298892974854,0.00599293301545569
6,0.630342483520508,0.00604064333094762
7,0.766203701496124,0.00608518285707078
8,0.891036212444305,0.00612596888776206
9,1.02990567684174,0.00616246785397999
10,1.16025197505951,0.00619423366351176
11,1.29511034488678,0.00622096695491161
13,1.43097174167633,0.00624258231247551
14,1.56232118606567,0.00625926189954126
15,1.7001885175705,0.00627147296983966
16,1.83253979682922,0.00627993457361935
17,1.95837485790253,0.00628553267662701
18,2.09172940254211,0.00628919757717347
19,2.23410797119141,0.0062917680104199
20,2.36345291137695,0.00629387004002103
21,2.50232124328613,0.00629583551523253
22,2.63166546821594,0.00629767568139382
23,2.75750160217285,0.0062991124006603
24,2.77504706382751,0.00629965524665621
25,2.90291881561279,0.00629870149578473
26,3.03126072883606,0.00629563192148147
27,3.1701295375824,0.00628988043338032
29,3.29947328567505,0.00628096816008436
30,3.42982029914856,0.00626850705687433
31,3.57019376754761,0.00625218823372421
33,3.58072185516357,0.00623177234920377
34,3.70304727554321,0.00620709422460043
35,3.83088707923889,0.00617808487146445
36,3.96173524856567,0.00614480544900386
37,4.10361337661743,0.00610748216667324
38,4.24220752716064,0.0060665301591728
40,4.36102390289307,0.00602255769052913
41,4.49989318847656,0.00597634798724917
42,4.63074159622192,0.00592882188280424
43,4.76459693908691,0.00588098795198162
44,4.90296506881714,0.00583388725812555
45,4.92602682113647,0.00578853838098758
46,5.03982973098755,0.00574588682587271
47,5.17418670654297,0.00570676218516743
49,5.30403184890747,0.00567184614363365
50,5.42986726760864,0.00564165361746945
51,5.56572818756104,0.00561652756611023
52,5.70259189605713,0.00559664588950179
53,5.84396743774414,0.00558203741013576
55,5.85449695587158,0.00557260389846419
56,5.96378660202026,0.0055681460124052
57,6.10215473175049,0.00556839159702375
58,6.23099803924561,0.00557302397143696
59,6.36786127090454,0.00558170597771488
60,6.49971199035645,0.00559409454987623
61,6.63356828689575,0.00560984236947873
62,6.6541223526001,0.00562858809092035
63,6.76491737365723,0.00564994252844777
64,6.90428829193115,0.00567348167861222
65,7.03062534332275,0.00569875589852442
66,7.16397905349731,0.00572531787206085
67,7.301344871521,0.00575276285211282
68,7.43369626998901,0.00578076731973972
69,7.56504583358765,0.00580911048102358
70,7.6999044418335,0.00583766843393018
71,7.8327579498291,0.00586638154889884
72,7.96811771392822,0.00589520695916814
73,8.1024751663208,0.00592407466563652
74,8.23081684112549,0.00595286428384582
75,8.37018775939941,0.0059814104292805
76,8.50203800201416,0.0060095323384167
77,8.63188362121582,0.0060370733096812
78,8.76473712921143,0.00606393246444998
79,8.91562271118164,0.00609007638431523
80,9.03531646728516,0.00611552870121463
81,9.17611694335938,0.00614034640832769
82,9.30445861816406,0.00616459717265409
83,9.43731117248535,0.00618834953997088
84,9.58169460296631,0.00621167899773467
85,9.70201587677002,0.00623468225440376
86,9.84288883209229,0.00625748558277012
87,9.97273445129395,0.0062802341569936
89,10.1050872802734,0.00630305728921652
90,10.2309217453003,0.00632601511702228
91,10.3672847747803,0.00634904060384339
92,10.5026435852051,0.0063718936600378
93,10.6375036239624,0.00639414159742634
94,10.7738656997681,0.00641517366749936
95,10.7843933105469,0.00643424926247731
96,10.9022073745728,0.00645057158115745
97,11.0380687713623,0.00646337315936791
98,11.2353363037109,0.00647199803451477
100,11.3102350234985,0.0064759675150385
101,11.4351606369019,0.00647502120162681
102,11.571907043457,0.00646913020400917
103,11.7070951461792,0.00645848413295692
104,11.8349685668945,0.00644345699511484
105,11.9678220748901,0.00642455954581059
106,12.1026802062988,0.00640238682104143
107,12.238543510437,0.00637756916060331
108,12.3673849105835,0.00635073290209114
109,12.506254196167,0.00632247353028004
110,12.6366052627563,0.00629334063190558
111,12.7739658355713,0.00626383204595293
112,12.9060401916504,0.00623439487888302
113,13.0343809127808,0.00620543273950648
114,13.1777629852295,0.00617731952966694
115,13.3071069717407,0.00615041861103415
116,13.4374532699585,0.00612510231857166
117,13.571343421936,0.00610176292304127
118,13.7051992416382,0.00608080521504907
119,13.835545539856,0.00606261447824176
120,13.9725799560547,0.00604750093670408
121,13.9916305541992,0.0060356301347671
122,14.1153230667114,0.00602695505626521
123,14.2404041290283,0.006021167927679
124,14.3712511062622,0.00601768683018673
125,14.5071134567261,0.00601568509537377
126,14.6474866867065,0.00601416171262686
128,14.7708148956299,0.00601204115689888
129,14.906174659729,0.00600828392131783
130,15.041033744812,0.00600198681082757
131,15.1799020767212,0.00599245557132965
133,15.3187713623047,0.00597924077789944
135,15.4431028366089,0.00596213850644855
136,15.5796117782593,0.00594116662029199
137,15.7054462432861,0.00591653225778882
138,15.8393030166626,0.00588860469650819
139,15.9811792373657,0.00585790096327669
141,16.1090202331543,0.00582508225154113
142,16.243465423584,0.00579095134232209
143,16.2565002441406,0.00575643827058466
144,16.3768196105957,0.00572256485429006
145,16.5116786956787,0.00569038688924129
146,16.6440315246582,0.00566092193524997
147,16.771369934082,0.00563507648102321
148,16.9252796173096,0.00561358661727817
150,17.0435943603516,0.0055969818103658
152,17.1759452819824,0.00558557462058182
153,17.3067932128906,0.00557947309437765
154,17.4406490325928,0.00557860867722634
155,17.5740051269531,0.00558277101797465
156,17.7103672027588,0.0055916414655643
158,17.8512420654297,0.00560481895158093
160,17.9745693206787,0.00562183500533293
161,18.1074237823486,0.00564215834888256
162,18.2442874908447,0.00566519297671561
163,18.38014793396,0.00569027585267196
164,18.5140037536621,0.00571668072080984
165,18.646858215332,0.00574363297925496
166,18.7757015228271,0.00577033758320825
167,18.9085540771484,0.00579601829750391
168,19.0454177856445,0.00581996314966445
169,19.177770614624,0.00584156844207249
170,19.3086185455322,0.00586037293495277
171,19.4494915008545,0.0058760754420489
172,19.5758285522461,0.0058885331756793
173,19.7172050476074,0.00589774378139061
175,19.8415355682373,0.00590381907707397
176,19.98291015625,0.00590696070257638
177,19.9904308319092,0.00590744582118823
178,20.1102504730225,0.00590562536221697
179,20.2561378479004,0.00590193073732355
180,20.3844795227051,0.00589688078495033
181,20.3899955749512,0.00589108071346657
182,20.5083084106445,0.00588520819950821
183,20.6491851806641,0.00587998589457636
184,20.7800312042236,0.005876142131365
185,20.9103775024414,0.00587436241984026
186,21.0537605285645,0.00587523494656247
188,21.1780910491943,0.00587919511937659
189,21.3154563903809,0.00588647686312789
190,21.4442977905273,0.00589707998962088
191,21.4563312530518,0.00591076174620206
192,21.5806617736816,0.00592705625396995
193,21.7100048065186,0.00594531923786731
194,21.845365524292,0.00596478935271723
195,21.9852256774902,0.00598465367965825
196,21.9977588653564,0.00600410508671662
197,22.1145706176758,0.00602238322707129
198,22.2459201812744,0.00603879736370932
199,22.3847904205322,0.00605273515841593
201,22.5296745300293,0.00606366455509027
203,22.6514987945557,0.00607113518343979
205,22.7808437347412,0.00607478260003767
207,22.9237232208252,0.00607433538639525
208,23.051061630249,0.00606962319489184
209,23.1789035797119,0.00606058334893981
210,23.3202781677246,0.00604726366956423
211,23.4491195678711,0.00602981921141082
212,23.5809707641602,0.00600850098864119
213,23.7138252258301,0.00598363649904905
214,23.8541965484619,0.00595560497693002
215,23.9870510101318,0.00592481322231238
216,24.115894317627,0.00589167818599348
217,24.2502517700195,0.00585661911984506
218,24.3795948028564,0.00582005656798206
219,24.5189666748047,0.00578241125986955
221,24.6468067169189,0.00574409606633273
222,24.7811641693115,0.00570549885890731
223,24.9245433807373,0.00566696059807483
225,25.0458679199219,0.00562875723991585
226,25.1832313537598,0.00559109338501205
227,25.3195953369141,0.00555411030407451
229,25.4494400024414,0.00551790420173459
230,25.5817928314209,0.00548254633633002
231,25.715648651123,0.00544809721400318
232,25.8540172576904,0.00541461164164983
233,25.9808540344238,0.0053821365997997
234,26.114709854126,0.00535070635512771
235,26.2475662231445,0.00532033805508404
236,26.3809223175049,0.00529102808674851
237,26.5192890167236,0.00526274753490905
238,26.6491355895996,0.00523543558067241
239,26.7945213317871,0.00520899186279467
240,26.9203567504883,0.00518327068781627
241,27.048698425293,0.0051580800836432
243,27.1850605010986,0.00513318721621058
244,27.3189163208008,0.00510833003304825
245,27.4512691497803,0.00508323440361048
246,27.5841217041016,0.00505763643181969
247,27.7159729003906,0.00503130981814217
248,27.8551959991455,0.00500409708010705
249,27.9845409393311,0.00497594124569082
250,28.1229076385498,0.00494691252054834
251,28.2552604675293,0.00491722365372499
252,28.3851051330566,0.00488722884352268
253,28.5189628601074,0.00485740388850958
255,28.6523170471191,0.00482830927290077
257,28.78466796875,0.00480054187115247
258,28.9180240631104,0.00477468348663008
259,29.0518798828125,0.00475125437491962
260,29.1907482147217,0.0047306773567782
262,29.3190898895264,0.00471325453634229
263,29.4529457092285,0.00469915579815996
264,29.5847969055176,0.004688417171209
265,29.7176513671875,0.00468094767528263
266,29.8610324859619,0.0046765444880691
267,29.9878692626953,0.00467491704934046
268,30.1192188262939,0.004675720137442
269,30.2610950469971,0.00467859378552417
270,30.3869304656982,0.00468320497718661
271,30.5197830200195,0.00468928406505924
272,30.533821105957,0.00469664938397166
273,30.655143737793,0.00470521686222558
274,30.7915077209473,0.00471499606162884
275,30.8005313873291,0.00472607754460332
276,30.9263648986816,0.00473861704539719
277,31.0557098388672,0.00475281982712912
278,31.1865577697754,0.00476892574479038
279,31.320915222168,0.00478719395805778
280,31.4602851867676,0.00480788657912734
281,31.5976505279541,0.00483125175018472
283,31.7290000915527,0.00485750720203694
285,31.8628559112549,0.00488682476606913
286,31.9876880645752,0.00491931549959199
287,32.1245536804199,0.00495501523777417
289,32.2548980712891,0.00499387166048022
290,32.3922653198242,0.00503573529750346
291,32.404296875,0.00508035708386585
292,32.5301322937012,0.0051273938862368
293,32.6649894714355,0.00517642167854026
295,32.7883186340332,0.00522695478808655
296,32.926685333252,0.00527846927319995
