"Session Names","Baseline Mean","Cutting Mean","Suturing Mean"
"Session1","0.00665744490104166","0.0066414655261887","0.0070718845284046"
"Session2","0.00865211812952418","0.00979928551253378","0.0095106585375058"
"Session3","0.00783281864654515","0.00697383724948338","0.00801878792278548"
"Session4","N/A","N/A","0.00745958510933227"
"Session5","0.0295080403529088","0.0121469629953239","N/A"
