"Session Names","Baseline Mean","Cutting Mean","Suturing Mean"
"Session1","0.00583729619295577","0.00650452658694915","0.00613134795060935"
"Session2","0.00659510624766792","0.0070976576963085","N/A"
"Session3","0.00560136210814631","0.00788448838901838","0.00657990123507425"
"Session4","N/A","N/A","N/A"
