"Session Names","Baseline Mean","Cutting Mean","Suturing Mean"
"Session1",0.00432336482220632,0.00544592244934815,0.0055844967598565
"Session2",0.00584511242237936,0.00568694029568371,0.00556806692432184
"Session3",0.00662072817134162,0.00648668521543531,0.00660287573170386
