"Session Names","Baseline Mean","Cutting Mean","Suturing Mean"
"Session1",0.00755480758545151,0.00618257953556912,0.00699007877257236
"Session2",0.00802784441788201,0.00617384053765929,0.00666941229216748
"Session3",0.00900002576055586,0.0117467382865487,0.0106323430203588
"Session4",0.00749899785269886,0.00985671632611365,0.00849174836291172
"Session5",0.00632657406470484,0.00749997779724439,0.00736281541366736
