"Session Names","Baseline Mean","Cutting Mean","Suturing Mean"
"Session1",0.0070293657315276,0.00639046047002422,0.0066623533756883
"Session2",0.00480078955497905,0.00489328070461873,0.0054140304660829
"Session3",0.00529856232135774,0.00586251188624239,0.00581115556348258
"Session4",0.00527533300960183,0.00486601196414608,0.00516070854722066
"Session5",0.00476478667352058,0.00554581463081119,0.00546196496446665
